,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
7198,867072653475098625,2017-05-23 17:40:04,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,None,puppo,,,,,,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim spaniel,0.352946
7199,867051520902168576,2017-05-23 16:16:06,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,None,puppo,8425.0,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",33420.0,"[0, 132]",2017-05-23 16:16:06,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403
7202,866686824827068416,2017-05-22 16:06:55,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,Lili,puppo,3727.0,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,20070.0,"[0, 134]",2017-05-22 16:06:55,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat-coated retriever,0.51473
7203,866450705531457537,2017-05-22 00:28:40,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,Jamesy,puppo,32883.0,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",106827.0,"[0, 106]",2017-05-22 00:28:40,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French bulldog,0.905334
7204,866334964761202691,2017-05-21 16:48:45,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,puppo,15546.0,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,54720.0,"[0, 112]",2017-05-21 16:48:45,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086
7206,865718153858494464,2017-05-19 23:57:46,https://twitter.com/dog_rates/status/865718153858494464/photo/1,13,10,Boomer,puppo,6008.0,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",26640.0,"[0, 130]",2017-05-19 23:57:46,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Golden retriever,0.673664
7207,865359393868664832,2017-05-19 00:12:11,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13,10,Sammy,puppo,5384.0,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,27530.0,"[0, 127]",2017-05-19 00:12:11,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake bay retriever,0.832435
7208,865006731092295680,2017-05-18 00:50:50,https://twitter.com/dog_rates/status/865006731092295680/photo/1,13,10,Nelly,puppo,8209.0,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,29063.0,"[0, 117]",2017-05-18 00:50:50,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882
7210,864279568663928832,2017-05-16 00:41:21,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12,10,Meatball,puppo,3266.0,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,15195.0,"[0, 129]",2017-05-16 00:41:21,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Bull mastiff,0.668613
7211,864197398364647424,2017-05-15 19:14:50,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13,10,Paisley,puppo,9616.0,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,31459.0,"[0, 93]",2017-05-15 19:14:50,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,Golden retriever,0.945905
7213,863553081350529029,2017-05-14 00:34:33,https://twitter.com/dog_rates/status/863553081350529029/video/1,13,10,Neptune,puppo,4489.0,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,15935.0,"[0, 91]",2017-05-14 00:34:33,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo dog,0.41333
7215,863432100342583297,2017-05-13 16:33:49,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12,10,Belle,puppo,5664.0,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,24829.0,"[0, 128]",2017-05-13 16:33:49,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire bullterrier,0.690517
7218,863062471531167744,2017-05-12 16:05:02,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13,10,Quinn,puppo,2687.0,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",8945.0,"[0, 139]",2017-05-12 16:05:02,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French bulldog,0.935804
7219,862831371563274240,2017-05-12 00:46:44,"https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",13,10,Zooey,puppo,5457.0,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",20011.0,"[0, 121]",2017-05-12 00:46:44,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian terrier,0.207281
7220,862722525377298433,2017-05-11 17:34:13,https://twitter.com/dog_rates/status/862722525377298433/photo/1,11,10,Dave,puppo,3809.0,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",17779.0,"[0, 135]",2017-05-11 17:34:13,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,Basset,0.39333
7222,862096992088072192,2017-05-10 00:08:34,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",13,10,None,puppo,21840.0,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,66437.0,"[0, 107]",2017-05-10 00:08:34,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,Chow,0.677589
7224,861383897657036800,2017-05-08 00:54:59,https://twitter.com/dog_rates/status/861383897657036800/photo/1,13,10,Hobbes,puppo,11528.0,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,37744.0,"[0, 72]",2017-05-08 00:54:59,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008
7229,860563773140209665,2017-05-05 18:36:06,"https://www.gofundme.com/help-lorenzo-beat-cancer,https://twitter.com/dog_rates/status/860563773140209665/photo/1,https://twitter.com/dog_rates/status/860563773140209665/photo/1",13,10,Lorenzo,puppo,2334.0,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",7878.0,"[0, 138]",2017-05-05 18:36:06,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,0.583936
7230,860524505164394496,2017-05-05 16:00:04,https://twitter.com/dog_rates/status/860524505164394496/photo/1,13,10,Carl,puppo,5698.0,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,24678.0,"[0, 97]",2017-05-05 16:00:04,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington terrier,0.286558
7235,859851578198683649,2017-05-03 19:26:06,"https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1,https://twitter.com/dog_rates/status/859851578198683649/photo/1",13,10,Trooper,puppo,3780.0,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,16105.0,"[0, 137]",2017-05-03 19:26:06,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador retriever,0.899086
7236,859607811541651456,2017-05-03 03:17:27,https://twitter.com/dog_rates/status/859607811541651456/photo/1,13,10,None,puppo,1704.0,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,19476.0,"[0, 136]",2017-05-03 03:17:27,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,Golden retriever,0.8955290000000001
7240,858843525470990336,2017-05-01 00:40:27,https://twitter.com/dog_rates/status/858843525470990336/photo/1,13,10,None,puppo,3771.0,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,16304.0,"[0, 138]",2017-05-01 00:40:27,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,Golden retriever,0.57812
7241,858471635011153920,2017-04-30 00:02:42,https://twitter.com/dog_rates/status/858471635011153920/photo/1,13,10,Sophie,puppo,5271.0,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,22640.0,"[0, 113]",2017-04-30 00:02:42,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407
7243,857989990357356544,2017-04-28 16:08:49,https://twitter.com/dog_rates/status/857989990357356544/photo/1,12,10,Rosie,puppo,2812.0,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,16952.0,"[0, 134]",2017-04-28 16:08:49,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French bulldog,0.43258
7244,857746408056729600,2017-04-28 00:00:54,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",13,10,Thor,puppo,11524.0,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,36021.0,"[0, 137]",2017-04-28 00:00:54,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador retriever,0.919832
7245,857393404942143489,2017-04-27 00:38:11,"https://www.gofundme.com/meeko-needs-heart-surgery,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1,https://twitter.com/dog_rates/status/857393404942143489/photo/1",13,10,None,puppo,1785.0,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV",6236.0,"[0, 137]",2017-04-27 00:38:11,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,Malamute,0.8415969999999999
7246,857263160327368704,2017-04-26 16:00:39,https://twitter.com/dog_rates/status/857263160327368704/photo/1,13,10,Oscar,puppo,4934.0,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,21041.0,"[0, 134]",2017-04-26 16:00:39,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,0.998021
7249,857029823797047296,2017-04-26 00:33:27,"https://twitter.com/dog_rates/status/857029823797047296/photo/1,https://twitter.com/dog_rates/status/857029823797047296/photo/1",12,10,Zeke,puppo,4364.0,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,19910.0,"[0, 100]",2017-04-26 00:33:27,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,Golden retriever,0.968623
7252,856526610513747968,2017-04-24 15:13:52,https://twitter.com/dog_rates/status/856526610513747968/photo/1,14,10,None,puppo,2068.0,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",12446.0,"[0, 112]",2017-04-24 15:13:52,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,Old english sheepdog,0.798481
7255,856282028240666624,2017-04-23 23:01:59,"https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1",14,10,Cermet,puppo,6841.0,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",29086.0,"[0, 121]",2017-04-23 23:01:59,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,0.8765430000000001
7259,855851453814013952,2017-04-22 18:31:02,https://twitter.com/dog_rates/status/855851453814013952/photo/1,13,10,None,puppo,19196.0,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,47844.0,"[0, 134]",2017-04-22 18:31:02,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,Flat-coated retriever,0.321676
7261,855459453768019968,2017-04-21 16:33:22,"https://twitter.com/dog_rates/status/855459453768019968/photo/1,https://twitter.com/dog_rates/status/855459453768019968/photo/1",12,10,quite,puppo,8987.0,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",31657.0,"[0, 138]",2017-04-21 16:33:22,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,Blenheim spaniel,0.389513
7264,854732716440526848,2017-04-19 16:25:34,"https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1,https://twitter.com/dog_rates/status/854732716440526848/photo/1",12,10,Marlee,puppo,6690.0,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,24188.0,"[0, 113]",2017-04-19 16:25:34,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,0.6955479999999999
7265,854482394044301312,2017-04-18 23:50:52,https://twitter.com/dog_rates/status/854482394044301312/photo/1,13,10,Arya,puppo,7608.0,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,31131.0,"[0, 100]",2017-04-18 23:50:52,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Chihuahua,0.26024200000000003
7266,854365224396361728,2017-04-18 16:05:17,"https://twitter.com/dog_rates/status/854365224396361728/photo/1,https://twitter.com/dog_rates/status/854365224396361728/photo/1",13,10,Einstein,puppo,5159.0,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,20046.0,"[0, 115]",2017-04-18 16:05:17,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,0.90708
7267,854120357044912130,2017-04-17 23:52:16,"https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1,https://twitter.com/dog_rates/status/854120357044912130/photo/1",14,10,None,puppo,8285.0,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,33911.0,"[0, 139]",2017-04-17 23:52:16,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,Black-and-tan coonhound,0.8548610000000001
7268,854010172552949760,2017-04-17 16:34:26,"https://twitter.com/dog_rates/status/854010172552949760/photo/1,https://twitter.com/dog_rates/status/854010172552949760/photo/1",11,10,None,puppo,3433.0,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",17169.0,"[0, 140]",2017-04-17 16:34:26,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English springer,0.354733
7269,853760880890318849,2017-04-17 00:03:50,https://twitter.com/dog_rates/status/853760880890318849/photo/1,12,10,Alice,puppo,6403.0,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,30414.0,"[0, 118]",2017-04-17 00:03:50,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,Miniature pinscher,0.29251900000000003
7270,853639147608842240,2017-04-16 16:00:07,"https://twitter.com/dog_rates/status/853639147608842240/photo/1,https://twitter.com/dog_rates/status/853639147608842240/photo/1",13,10,None,puppo,11265.0,A photographer took pictures before and after he told his bunny he's a good boy. Here are the results. 13/10 https://t.co/wiQZIsaWUe,37198.0,"[0, 108]",2017-04-16 16:00:07,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,German shepherd,0.509879
7273,852912242202992640,2017-04-14 15:51:39,"https://www.gofundme.com/bennys-medical-bills,https://twitter.com/dog_rates/status/852912242202992640/photo/1,https://twitter.com/dog_rates/status/852912242202992640/photo/1",12,10,Benny,puppo,2037.0,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",9658.0,"[0, 139]",2017-04-14 15:51:39,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Great dane,0.7837649999999999
7274,852672615818899456,2017-04-13 23:59:28,https://twitter.com/dog_rates/status/852672615818899456/photo/1,12,10,Aspen,puppo,2388.0,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,15939.0,"[0, 113]",2017-04-13 23:59:28,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,Golden retriever,0.7112350000000001
7275,852553447878664193,2017-04-13 16:05:56,"https://twitter.com/dog_rates/status/852553447878664193/photo/1,https://twitter.com/dog_rates/status/852553447878664193/photo/1",13,10,Jarod,puppo,3885.0,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,17492.0,"[0, 124]",2017-04-13 16:05:56,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,Bloodhound,0.186498
7281,851591660324737024,2017-04-11 00:24:08,https://twitter.com/dog_rates/status/851591660324737024/photo/1,11,10,None,puppo,3819.0,Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously good. 11/10 would pet well https://t.co/BMtfCmNbnS,17300.0,"[0, 140]",2017-04-11 00:24:08,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,Cardigan,0.394507
7284,850753642995093505,2017-04-08 16:54:09,"https://twitter.com/dog_rates/status/850753642995093505/photo/1,https://twitter.com/dog_rates/status/850753642995093505/photo/1",11,10,Kyle,puppo,10352.0,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",33348.0,"[0, 137]",2017-04-08 16:54:09,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,Pug,0.996952
7285,850380195714523136,2017-04-07 16:10:12,https://twitter.com/dog_rates/status/850380195714523136/video/1,13,10,Leo,puppo,2915.0,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,13994.0,"[0, 140]",2017-04-07 16:10:12,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,Yorkshire terrier,0.249012
7288,850019790995546112,2017-04-06 16:18:05,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",12,10,Boomer,puppo,5459.0,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,21944.0,"[0, 93]",2017-04-06 16:18:05,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland sheepdog,0.759907
7294,848690551926992896,2017-04-03 00:16:10,https://twitter.com/dog_rates/status/848690551926992896/photo/1,12,10,None,puppo,4826.0,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,27104.0,"[0, 119]",2017-04-03 00:16:10,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,Flat-coated retriever,0.8236479999999999
7295,848324959059550208,2017-04-02 00:03:26,https://twitter.com/dog_rates/status/848324959059550208/photo/1,12,10,Odin,puppo,4037.0,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup. 12/10 distracting as h*ck https://t.co/1pSqUbLQ5Z,20229.0,"[0, 139]",2017-04-02 00:03:26,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,Malamute,0.5445760000000001
7301,847842811428974592,2017-03-31 16:07:33,"https://www.gofundme.com/help-save-rontu,https://twitter.com/dog_rates/status/847842811428974592/photo/1",12,10,Rontu,puppo,1522.0,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",5935.0,"[0, 138]",2017-03-31 16:07:33,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,Bernese mountain dog,0.951337
7304,847251039262605312,2017-03-30 00:56:03,"https://twitter.com/dog_rates/status/847251039262605312/photo/1,https://twitter.com/dog_rates/status/847251039262605312/photo/1",12,10,Furzey,puppo,4800.0,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,22036.0,"[0, 100]",2017-03-30 00:56:03,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,Airedale,0.49538
7305,847157206088847362,2017-03-29 18:43:12,"https://www.petfinder.com/petdetail/37334596,https://twitter.com/dog_rates/status/847157206088847362/photo/1,https://twitter.com/dog_rates/status/847157206088847362/photo/1",11,10,Daisy,puppo,6572.0,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",21588.0,"[0, 139]",2017-03-29 18:43:12,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,Staffordshire bullterrier,0.21960900000000005
7307,846874817362120707,2017-03-29 00:01:05,"https://twitter.com/dog_rates/status/846874817362120707/photo/1,https://twitter.com/dog_rates/status/846874817362120707/photo/1",13,10,Tuck,puppo,4404.0,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",21685.0,"[0, 133]",2017-03-29 00:01:05,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,Shetland sheepdog,0.450539
7308,846514051647705089,2017-03-28 00:07:32,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",13,10,Barney,puppo,13076.0,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,48410.0,"[0, 131]",2017-03-28 00:07:32,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,Golden retriever,0.650003
7310,846153765933735936,2017-03-27 00:15:53,"https://twitter.com/dog_rates/status/846153765933735936/photo/1,https://twitter.com/dog_rates/status/846153765933735936/photo/1",13,10,Vixen,puppo,10226.0,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,34394.0,"[0, 108]",2017-03-27 00:15:53,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,Giant schnauzer,0.346468
7312,846042936437604353,2017-03-26 16:55:29,https://twitter.com/dog_rates/status/846042936437604353/photo/1,12,10,Jarvis,puppo,3224.0,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,17256.0,"[0, 97]",2017-03-26 16:55:29,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,Golden retriever,0.96111
7314,845677943972139009,2017-03-25 16:45:08,https://twitter.com/dog_rates/status/845677943972139009/photo/1,12,10,None,puppo,5365.0,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",27154.0,"[0, 121]",2017-03-25 16:45:08,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,Chow,0.8086810000000001
7316,845397057150107648,2017-03-24 22:08:59,"https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",13,10,Mimosa,puppo,2072.0,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",8241.0,"[0, 140]",2017-03-24 22:08:59,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,Dandie dinmont,0.394404
7317,845306882940190720,2017-03-24 16:10:40,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12,10,Pickles,puppo,6039.0,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,25225.0,"[0, 75]",2017-03-24 16:10:40,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,Irish water spaniel,0.567475
7320,844973813909606400,2017-03-23 18:07:10,https://twitter.com/dog_rates/status/844973813909606400/photo/1,12,10,Brady,puppo,3617.0,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",16361.0,"[0, 127]",2017-03-23 18:07:10,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,Labrador retriever,0.742421
